review_id,business_id,business_name,city,state,primary_cuisine,stars,date,text
SS1HVghHAvlsJ7h-WPAVRw,bb76HnMUTA-qg2UbFa9dYA,Parkallen Restaurant,Edmonton,AB,Middle Eastern,4.0,2016-02-27 02:01:42,"Our first time here. Took the server a while to seat us & get drinks but other than that the service was great. The food was pretty good too however for the price I do think was a little pricey. The parking in the back was provided but when we were leaving there was a green Jeep blocking our car in the parking lot, so be careful parking there ! Would come again."
UsLXlValxi71ue7Z53HVIQ,18eWJFJbXyR9j_5xfcRLYA,Siam Elephant,Carpinteria,CA,Thai,5.0,2015-12-27 21:31:11,Service was quick and very attentive. Never was my beverage glass empty. Food was very good. My dish was spicy. It was a moderate level spicy dish and it was hot like I like it. So be careful on the spice level of what you order if this is not your thing. If you're looking for lunch the combination specials are the way to go. Soup or salad and a main dish with a roll and deep fried shrimp. I would recommend the soup. It was a coconut chicken soup with mushrooms. Very good.
PzNoPlRMv0jdOBje1ngbrg,6kAXOzE7fqaBZINQV_-_mg,Kien Giang,Nashville,TN,Vietnamese,5.0,2011-03-27 20:12:37,"FABULOUS!! My husband I visited for Sunday lunch and it was packed. We only had to wait a couple of mins for a table. We each enjoyed the Pho, the child's portion was perfect for me, and we shared a Pancake, a pot of tea, and one Coconut (frozen) Bubble Tea all for less than $20. The food is delicious! and what a value!"
gYyE9Rwe1FSRrNGk3gL8_w,7EhTT4iEuA7JaaWA-eI3Qw,Seasons Cafe & Bakery,Pinellas Park,FL,Vietnamese,5.0,2015-07-06 22:59:23,"My fav Vietnamese deli in Pinellas. Excellent Bahn MI (tofu of course) and chicken vermicelli. Awesome selection of Boba tea (ginger is my favorite but the avocado-coconut is also wonderful ). Only minor complaint is the spotty WiFi (works maybe once of every five visits) and could use a better Pho selection, but the food they do have is great and service is good."
Qcj5NQecigAJUmEmcvjfnw,zzjFdJwXuxBOGe9JeY_EMw,Taste of the Islands,Norristown,PA,Caribbean,5.0,2018-06-21 19:37:20,"OMG this place is the shit. Like it's not only easily the best Caribbean/Jamaican food I've ever had, but some of the best food in general I've ever had. Incredibly flavorful, spicy but won't melt your eye out, huge portion for 10 bucks. Jerk chicken, white rice with some bean gravy, Mac and cheese. 10 bucks for 2 pounds of heaven. Come here"
M5H_W8tH6nbB-aKckE-MBA,2esINQvNBShE7c6RwGzE9w,Pollo Tropical,Brandon,FL,Caribbean,1.0,2015-09-13 21:31:26,"I always come here and I'm extremely disappointed with the way everything is. I been waiting for my food for about 45 minutes they said they had no chicken. They never told us they didn't have any ready. We went to ask and they told us 15 minutes it's been 45 minutes and they still haven't bought our food out. Everything seems very dirty, I will definitely notify the county so that they can come check this restaurant. I'm definetely not coming back here anymore. Horrible service."
JIvN0VUN4PdiFFjhapexTQ,9dGzGbNKLMP0_wOqI5GffQ,Jasmine Thai,Brandon,FL,Thai,4.0,2015-11-07 03:42:28,"Delicious pad thai and good service. You would not expect this unique and serene atmosphere from the typical shopping center store front. I would definitely recommend the spring rolls, they basically melt in your mouth. We got the sampler appetizer, which was not very big but it's enough to give you a little taste for two. The woodworking is beautiful. We will go back."
9mh9OULxgSUma7UA9YQZvw,1_hDCN3iioFR3XnUr32ZtA,Dooners,Saint Petersburg,FL,Turkish,4.0,2013-04-11 19:29:06,"Everything here tastes fresh. It may not be 100% authentic compared to those found overseas, but it's a solid 98% in my book."
EUmPsRYtG0M4sZMkClaRxQ,nYuwfmjaYdeJgZU_Q_ugaA,Bangkokville Thai Cuisine,Nashville,TN,Thai,4.0,2016-02-26 21:03:37,After living Thailand for 3+ years...... I have found a great place to get my Thai fix!!! Arroy Mac!!
lmFjkMZxs7KD1GZhjYhkzA,SwWfW3vBn5QkDE7T3urGAg,Persis Biryani Indian Grill,Mount Juliet,TN,Indian,5.0,2016-03-09 00:15:01,"Surrounded by a sea of bad national chain food, these guys offer a welcome alternative. Flavorful and crafted food. Get off the hwy or the couch and give this a try. Veggie options. Good portions. Given the zip code, this is a welcome find."
xR5bsAfzlpsZKO3MPd6ffw,JOvNunKJlWhwJRwLmUR9ZA,Tryst Gastro Lounge,St Petersburg,FL,Mediterranean,3.0,2012-10-11 19:10:47,"I almost didn't want to leave a review since friends of friends own it and naturally, I don't want to be a black sheep for being honest... however. A lot of reviewers stated the same thing, 'welcome to SOBE'. That is how the lounge is laid out and the vibe it gives off. I'll give them credit. For the size of the location, the way the inside/outisde part of the bar is situated and the fact you can sit outside, they did a good job. I wont say I disliked the experience, but for how much you pay, it definitely was lacking. True that there are some odd menu items and a selection that some foodies would appreciate, but it seemed they were all over the place. Italian. Seafood. Steak. Asian. What was disappointing was that there were very limited selections in each group. If you wanted a steak, you had one option. That option did come with sides, but it was still more expensive and more lackluster than the equivalent at Ruths Chris. I realize I am comparing a 'lounge' to a 5 star restaurant, but if you are going to charge 5 star prices, then expect the same as far as critics are concerned. Wait staff was friendly. The attention they pay you is commensurate with the # of people at your table and how much it seems you are spending. Bigger tables, get 4 times the 'how are things' than if you are just two people enjoying an evening in DTSP. I get it - bigger spenders, more tips, etc... but don't judge a book by its cover. Would I go back? Not proactively. If I did, I would probably eat before hand and just have some drinks. 3 stars for both food/atmospher."
cMpJObkl6NjrAGR9Ylk3bA,RnqU698MbIjq_eZHEzYL6g,Top China,Tampa,FL,Thai,5.0,2017-01-30 21:30:41,I normally avoid Chinese food. I tried this place on a friend's recommendation and it is great! Everything is fresh and loads of veggies. The chicken is always juicy and tender and tofu dishes have been tasty! Kid approved!
mA7bWbgqZhj0TL71RWsRmg,sGbjViru0iJfxH5cBpMeHQ,August Moon Chinese Restaurant,New Orleans,LA,Thai,2.0,2014-09-12 16:03:01,"I was craving Chinese the other night and this seemed like one of the only Chinese restaurants that delivered to my area. I ordered the Kung Pao Chicken, which is supposed to be spicy. It was chicken but it had a fishy taste. I had to make my own dinner at home, which is what I was trying to avoid..."
3DsYBbGt2LmbrKNAW4iNxw,eaDZlSuVS0EY67Ke6pRP6Q,Penang,Philadelphia,PA,Thai,4.0,2018-05-31 02:51:24,"Order: Roti Canai, Chicken Satay, Curry Mee Price: $29 Pros: Hands down the best Roti and Satay I've ever eaten, Cons: The food was exceptionally spicy (I loved it so not a negative, just fair warning) Thoughts: As our final meal for the day we settled on Penang mostly due to the amazing reviews for Roti which we both love. It also got phenomenal reviews for almost everything else. Apparently we got pretty lucky because when we showed up the restaurant was mostly empty and, based on reviews, the place can get very busy at times. The interior design was very interesting; some of the tables were small round steel tables that almost looked like a wok with a metal disk as a lid. Overall it looked very much like a Chinese market, and led to a unique overall décor choice. I've seen it done in a similar way several times but this was the first one that did it effectively. Once we sat down and got our customary tea we put in our order we were surprised how quickly the food came out. We were unsurprised but delighted that both the roti and satay were delicious. The roti was thin but not too crunchy and the spicy peanut sauce was just mouth wateringly perfect, just the right level of spicy with plenty of flavor. The satay was perfect as well, crisp exterior with moist interior, tons of flavor cooked into the chicken, and the perfect sauce to accompany the chicken. We both loved the appetizers and would have easily eaten two of three of them. Once we polished off the appetizers we moved onto the main course. Once we dug in, we confirmed my suspicion that my wife basically just doesn't like traditional Chinese food. The Curry Mee was honestly good, if exceptionally spicy, but neither of us liked it. I don't want to talk too much about it because I don't believe it was the quality of the food that caused us to not like it, it was just the type of food and I really don't want to knock a place because I don't like their type of food. We absolutely loved the roti and satay, and I would go out of my way to eat here again. I'd probably try some other dishes as well and if you already know you like authentic Chinese then you should make sure to stop in,"
LelemUUZbq1H6EIVmW8uZw,14ZGwnDyydXdSBsLXpSUrA,Vientiane Café,Philadelphia,PA,Thai,5.0,2008-12-24 11:20:57,"This is tied (with Sabrina's and Pico de Gallo and Le Bus' sandwiches) for my favorite food in Philly. As in, I have my birthdays here so I can eat all their desserts at once with a valid excuse. So food: I started off ordering whatever sounded funny to say out loud. La Na -- amazing dish, even better cold the next day! All their egg noodle dishes are especially delicious, though it's hard to outshine their Penang curry. Also, appetizers, wow. So fresh -- the veggies the sauces! And then...dessert. Best mango sticky rice ever. Best rice pudding. Chocolate banana spring rolls. Truly fantastic. (Also BYOB, with no corking fees!) The spot itself is a bit out of the way for me, but there's a lot nearby, and it's not so bad a walk from CC in the end. Inside, it's cute, quaint and often packed, especially on weekends -- and they don't take reservations for parties fewer than 6. Final warning: cash only."
3dTlxLdx8e9w222Lo6Nq6w,o7cD_sDA-Evj3Oh0zeH9nQ,Asian Pho,Reno,NV,Vietnamese,4.0,2013-06-30 23:37:38,"Great pho. Definitely add the chili sauce they have at the table. The Kobe short ribs rocked, but they pulled them from the menu. :( Great personalities!"
FD5XVJR_yu6gB6gIcjRXVA,F8yozE3NWnImNApHO347gQ,Marrakesh,Philadelphia,PA,Mediterranean,3.0,2014-11-18 21:56:08,"If you've been to Marrakesh once, it's enough. Twice is too many. Reasons to go: 1. Fun dining experience, especially for groups. 2. Price is right. Many courses for $25. BYOB. 3. The spicy chicken is didic. As in ridiculously tasty. 4. They're very accommodating to vegetarians. 5. They're very accommodating to food allergies. Reasons not to: 1. If there was a fire in the building, everyone would die. 2. If you're claustrophobic, you won't be comfortable here. Three floors, low ceilings, small spaces. 3. If you're germaphobic, you won't be comfortable here. I asked for a serving utensil for our (whole) chicken and they wouldn't give me one. Hands only. 4. The pita leaves much to be desired. It ain't fresh. 5. One of the courses is a bowl of fruit. Like an unpeeled banana and a bunch of grapes. I would hate to see what this place looks like with the lights on."
cYyO_sC_u7DQlmdZxjUipQ,mUIBtlWNPD7sz3rGGWQ1RA,Kanella,Philadelphia,PA,Mediterranean,4.0,2010-05-16 23:28:11,I absolutely LOVE Kanella. I've only been for brunch but everything from the food to the coffee is perfect. BYOB saves me a TON of money on $12 Bloody Marys and $8 mimosas. The Cyprus Breakfast is a perfect combination of flavors! I wouldn't recommend their falafel or grape leaves. The falafel is really dense and the grape leaves are very sweet. But they do have really yummy Tzatziki! My favorite server is definitely Bill. What a sweetheart!!
1S9yK48VZvUGCsWoaqSkDQ,SwWfW3vBn5QkDE7T3urGAg,Persis Biryani Indian Grill,Mount Juliet,TN,Indian,5.0,2018-07-18 00:27:48,"Got my food to go through grub hub, no problems and food was made quickly. They have a whole lot of vegetarian options, very delicious, fresh, and filling"
AuD2his24HbaCe82DyXBoA,AjfvLdQSl2JRYuYdfeE7Qg,Taste of India,Reno,NV,Pakistani,4.0,2010-10-11 01:42:56,"Taste of India is really, really good food. Like, really. The girlfriend says to give it a five because she loves it that much, but I'm waiting till I actually go to Punjab and try that myself. THEN we can come back and start assigning five stars. But for the $$, you seriously can't beat it. This is a awesomely good place to go if you're vegetarian/vegan. There are more veggie dishes than meat, and I'm all right with that! Service is always friendly and informative, music is nice, and according to the gf, ""KEVIN IS THE BOMBDIGGY!"" I actually liked him a lot, too. One of the better servers I've encountered. It's hard to find a white boy who knows his Indian food, and he does. Note: If you like hothot food, be sure to request it as superhot. They'll take care of you. Don't be afraid to sweat and let your nose run. Get an appetizer, some naan, some beer, an entree and a dessert. You wont, I PROMISE YOU, be disappointed. Oh yeah, and they're open till 11 most days, so you can wander in hungry and half drunk, and leave happy and less drunk.. or more so, whichever you like :)"
3QkBJdUscLIWorykuZTqZA,IH_ZeeTh13jQURbh31d1Kw,Bui's,Philadelphia,PA,Vietnamese,4.0,2015-01-21 14:30:01,"If you're in the mood for some delicious sandwiches in UCity, Bui's is the way to go! After having heard so many good things about this food truck, I finally gave it a try. Since then, I have continued to come back almost every week! Bui's has cheap, great sandwiches AND they are prepared in a super fast manner. My favorite is the hangover special, a very popular choice among other customers as well. It's filled with a sausage patty, bacon, eggs, and their special Bui's sauce. The Bui's sauce is most likely a combination of Siracha and mayo sauce, but the way they make it has a tasty kick to it! It's a delicious addition to all their sandwiches! The owners are Vietnamese and friendly! You also have the option to call ahead and make a phone order for pick up. I've also called and asked them what their hours are and it actually closes around 2:30-3p. Bui's is perfect for a breakfast or lunch sandwich!"
uq23cQ4AivWoGG1EnSADYA,Yh_KhyVD6ZBwsIQQ1wSUpw,Pho An Hoa Restaurant,Tampa,FL,Vietnamese,5.0,2016-01-19 18:15:34,"My stomach could not be happier. After a difficult choice of three different other pho locations, my friends and I decided to come to Pho An Hoa because of the previous yelp reviews we've seen. Coming from California, it's been hard to find authentic Asian food in the Tampa Area. Pho An Hoa is an authentic hole-in-the-wall that I would whole-heartedly recommend. The pho was delicious. The soup itself was very flavorful and was perfectly complimented with a large potion of meat. If you stop by, I would definitely recommend getting the large portion as I was still craving for more after I finished my bowl. This place is a budget-friendly location, for all you young-professionals and college students. Will definitely be back soon!"
TgQP4LDbCzQoNoPx_wgVWg,2fuQnVPwhU_zzfUog_JGsw,"Tin's House, Thai Cuisine & Sushi",Avon,IN,Thai,5.0,2017-11-07 02:58:39,Pad tai is fabulous and the sushi is great. Huge portions and the friendlyest people ever.
2GMy1Rzpfj5Qh8ZSCFj2Pg,o2ETM4XZXENkzuAaYT2GIg,Sen Thai Asian Bistro,St Louis,MO,Thai,3.0,2018-07-09 23:03:47,Placed an order with them via this app with grub hub and this is the second time they failed to include the rice with the meal. I mean its thai food all I got was the eggplant with no rice. I think I will have to find another thai food place to get my food from. I heard the new spot downtown by the mx movie theatre is good.
qU06a3wwu8qvq1YAaaeqgA,1T9F7iLDFAYWJvif1RKneg,Saigon Restaurant,Indianapolis,IN,Vietnamese,1.0,2016-01-06 14:18:07,"Service, what service! He didn't even get my order right The food was tasteless and I'm 5'6 110 pounds, after a whole bowl of noodles I was still hungry! Their bubble tea was the worst! No customer service what so ever, if it was busy I can understand, but the restaurant was empty when we went! Never going back!! Not authentic at all!!"
GRQMRv4AgUoAHSt_HkOxyw,oFT-uwZJdBngbBXONAjbQQ,Phan's Kitchen,Indianapolis,IN,Thai,5.0,2017-02-21 17:37:33,"Best in the city. And by that I mean most authentic, most down to earth, least hyped, most flavorful, and well worth the trip to the East side. Make sure you try the jerky, papaya salad, and pork sausage! You know what else rocks? Phan's Kitchen! My top favorites of the night were her 10 chili papaya salad and that fantastic pork sausage! The sausage that Phan makes in-house has such a great crispy exterior to it, and a lovely flavorful interior. Like the best bratwurst you'll ever have, the skin gets a great char while the filling is lovely and juicy. That papaya salad ! Woo! Prepare yourself for a trip to flavor town! (Am I becoming Guy Fieri?) The way Phan crafts her papaya salad is unlike anything I've had before, and can only be described as authentic. Tangy, garlicky, and even vegetarian upon request, it's the best I've had in the city! The hand-shredded papaya is carefully hand-pounded in a mortar and pestle until the herbs and sauce ingredients are fully incorporated and the papaya is perfectly tender. I love it!"
RRtx-4_GlOOXKq46f_Bf5A,FF45pKN_lzqG8Bqk-_HQvw,Go! Gyro! Go!,Saint Louis,MO,Mediterranean,5.0,2013-10-26 16:00:13,"One of my favorite food trucks in St. Louis. The ingredients always seem fresh, and the gyros are always good."
St_dqZbj-8__ru-q94SC9Q,g8ZqVCalVp-PsOqyS4dXGw,Nooddi Thai Chef,Media,PA,Thai,2.0,2010-05-21 21:15:23,"I looove Thai food best of all, so of course I was excited to check this place out and try some delicious noodles. Boy was I disappointed! The pad thai was flavorless and overcooked, the Drunken Noodles were flavorless and overcooked, and the dumplings were flavorless and overcooked-- they were literally gloppy in texture and fell apart. Gross. Oh, and I forgot to mention-- overpriced. For yummy Thai food in the area, check out La Na down the street-- delicious!"
aRF_StmE7mSgBm4NelPmXA,HA-X-YkTt9K7c-fkhE-g4Q,Spice Thai Cuisine,Doylestown,PA,Thai,4.0,2011-09-26 23:57:10,"Went for lunch on a Monday. Small place with a pleasant ambiance. A smattering of 3 or 4 other couples. The hostess/waitress was extremely friendly and was attentive enough. They have a very affordable lunch special where you get a soup or salad plus an entree for $9. (From the menu it appeared that entrees at dinner are around $12-$14ish without the appetizer.) I tried the Tom Yum hot and sour soup with chicken. Served hot on spice and temperature and very flavorful. For my entree I had the Phad Kae Mao spicy noodles with chicken Not the most flavorful dish ever and not quite as spicy as I hoped but it was still tasty and a hearty portion. Overall a fine experience and probably about 3.5 stars, though I'll give them the round up due to the friendly service. I would return to try other things, especially for the affordable lunch special."
D0OFoxzagSu2XL7IbYzh-A,eaDZlSuVS0EY67Ke6pRP6Q,Penang,Philadelphia,PA,Thai,4.0,2008-05-05 02:10:53,"Not bad, its a chain apparently. I had stay, the pancake stuff, and flat noodles i think. they were pretty good."
iS-j4GghvlgJ2QYVvqPwnw,18eWJFJbXyR9j_5xfcRLYA,Siam Elephant,Carpinteria,CA,Thai,4.0,2018-07-08 04:54:11,"This place was busy but they managed to give us a table for two right away. We order a Yellow Curry special and Spicy noodles. The Chicken Tom Ka soup that came with our special was one of the best I ever tasted. Next time I will get the large pot of Tom ka soup. Everything we ate was delicious, the spices in every dish made them all uniquely tasty. Not a fancy restaurant but a great place to eat with family after a day at the beach."
o_zvzgMeaUX-5nwDDDHNGg,-ikBycdroyTLDBHR9aC3HA,Sukho Thai,Nashville,TN,Thai,3.0,2015-11-19 21:56:50,"We stopped in on 11/16/15 for a late dinner. My boyfriend ordered a beer and we both ordered their Angry Chicken- HOT and I went w/ the steamed rice and he added fried for $2.00. I took the leftovers home and enjoyed them today. The food is good and the hot wasn't overwhelming at all so I highly recommend going that route. The only thing I didn't like is that they don't have brown rice. The bathroom floor was sticky and overall, it was gross. The service wasn't overly friendly but not rude."
Ex8RMssRS6ItcnJbv90GmQ,vje0KIiE7vtpx7JzmBx5LQ,The Pearl,Treasure Island,FL,Mediterranean,5.0,2018-02-25 02:47:56,By far the best restaurant in treasure island. Great service and amazing food every time I come here. Presentation outstanding. Had lobster bites tonight and I am blown away. Best meal I have had and Allison was amazing. Highly recommend. Do yourself a favor and visit. After meal we went to sweets and treats just around the corner and had the best ice cream I have ever tasted
CMry1L7U9f91vhKngdIjiQ,jZsfzsAwwPxsBlAvcWPVUg,Trang Tien Restaurant,Edmonton,AB,Vietnamese,4.0,2015-08-08 18:33:22,"Don't let the appearance or location of this place fool you. Their Pho is amazing. I always order the Pho Thai, as it is perfection. Someday I will venture onto the bun no hue, as that is supposedly their specialty, but until then I am perfectly happy with my simple bowl of flavourful broth and good quality meat and sprouts. The restaurant itself could use some sprucing up, but that won't stop me from satisfying my pho cravings there on a regular basis."
iGRnv3TtQHCUQLxscjLPQA,9V0LMtO1riRw9-pUuG4NFg,Delicia,Indianapolis,IN,Caribbean,4.0,2014-05-12 01:29:08,"Very unique/classy atmosphere. It's a tad expensive, bit the food is on par with the price. One of my favorite places in Broad Ripple."
oNvZFlotiAOhHa9-Bizq5g,dDn_NVOQh9F-t153S035Ew,Rice Box,Goodlettsville,TN,Thai,1.0,2017-03-03 19:51:57,Horrible service! All my friends were finished eating before I received my food. my chicken wasn't fully cooked and the rice tasted like cardboard. Will not be going back.
lprOcy8Izni-gaom7sCg0w,Vnob_w_Aohf7ZDqxcJ9z2A,Mint Modern Vietnamese Bistro & Bar,New Orleans,LA,Vietnamese,5.0,2016-11-11 01:20:40,"I get Mint at LEAST once a week, and they always have my pickup order ready within 15 minutes. Even when I was running late one time, they stayed after closing with my food warm and my drink in the fridge for me. The food is great and affordable, and the customer service is top notch. 10/10 would recommend to a friend"
KHvqjTwHjHT8PahWnHvZ6A,rBdG_23USc7DletfZ11xGA,Olio,Saint Louis,MO,Mediterranean,3.0,2015-10-25 05:02:09,This seems like the unattractive sibling of Elaia. I tried several small plates. The flavors are good and chef is definitely experimenting but it doesn't leave its mark.
EQDmzTMUvvH9F5jcgXUgtA,Vnob_w_Aohf7ZDqxcJ9z2A,Mint Modern Vietnamese Bistro & Bar,New Orleans,LA,Vietnamese,5.0,2014-04-04 21:36:58,"My new favorite place for pho. The other food here is good, e.g. tacos and the buns. The pho they make pretty well and I judge based on the broth and the proportions of the ingredients. They don't overdo the amount of noodle in the soup as well. The meat is fresh and I found that only a very little amount hoisin or sriracha sauce is needed, which keeps the simple flavor of the soup true throughout. Also, Mint has a very modern look and feel, as they self-titled. The combination pho is my favorite."
VGJ2Fbyik9OY0Y7nc4mLNA,ZmrebvKKDIOKNCQaNo_8xg,The Hungry Greek,Tampa,FL,Mediterranean,5.0,2016-04-02 02:08:40,"Ordered a Gyro and a Mini Greek Chopped Salad, It was all very good! They offered a sample of the potato salad and it was really good, that's what helped me to order a salad. They Gyro was good and fresh the meet tasted good and wasn't tried out. Everything is made to order, where the food is prepared is up front, you can watch your food being made, and the prep area/kitchen is very clean. All the guys that work there are helpful. I recommend this place if you want Greek food that's fast, fresh, and reasonably priced!! Also if your a vegetarian or gluten free they have options for you!!"
mH9LhcTAEpdrVms5z3kkfQ,-K0zTgGyxo-AeSkcV0IVaA,Spiro's Restaurant,Chesterfield,MO,Mediterranean,5.0,2017-11-21 03:58:10,Just left after celebrating my Grandma's 89th birthday dinner. We were a party of 17 with 5 small kids. Our server could not have been better and it felt like she was pArt of our party. In addition our food all came out cooked perfectly and in a timely manner. On top of that everything was completely delicious!! I never knew I could have Sea Bass this fresh and delicious in the middle of the country. All in all just a fantastic experience with top notch service.
COUdbMAjuhVekAlHbBtc7w,Bmh7d4yVxpgLPQ8KLcy_4Q,Mediterra Grill,Philadelphia,PA,Mediterranean,4.0,2016-09-20 17:38:39,Chicken Tish Kawook was delish! Full of flavor!!!!
tDNjngan71-y93j7Xl6Q4A,TKTTNdnI1WsXEtlZ6jelIQ,Tagine Restaurant,Media,PA,Mediterranean,5.0,2016-06-25 22:36:21,"LOVED this place. From the Mediterranean sampler to the Chicken and Lamb Tangine, the Morroccan coffeeAND the baklava. The flavors were just heaven! It's BYOB too. Service was great, too!"
IZ4Do1HFP3Rng_cAMMga7w,wI51ie-6j7y5MzxOCS4fNA,Tangelo's Grille,Gulfport,FL,Caribbean,5.0,2017-04-09 16:38:36,This was a wonderful place to have breakfast!! Really yummy food. We had the French toast. So good!!! And the people there at really nice and friendly!! Such a wonderful place!!!
LMP5VD7n493ZGR-3hzqfDA,pJZq57-XUXnDU2yo8gmsUg,Zagol Ethiopian Restaurant,Reno,NV,Ethiopian,4.0,2018-02-11 15:13:20,Great little find - we ordered everything that was veggie-vegan and were really happy with it.
_MjTS2U1zLbyaixeo2gJ4w,e_9qxd4k6z58I9-b3vBxBA,Pho Anh Sang,St Albert,AB,Vietnamese,3.0,2017-07-31 03:08:18,"Was ok. Not terrible; not bad. But ok. It's a dingy hole in the wall that certainly isn't focused on decor or tidiness but the owner who served us was pleasant and prompt. If you're at this stripmall and hungry NOW, don't hesitate. But if you've got time to shop around and looking for something extra to your dining experience I think I'd go somewhere else."
FJcz8DmUdhnzoifIt3k2vQ,_49FsmTfruZSTjxU4OwOsg,Taziki's Mediterranean Cafe - West End,Nashville,TN,Mediterranean,3.0,2018-05-29 16:20:31,"We stopped in here after our initial lunch idea didn't go as planned. My wife and I both like Mediterranean food so we figured it was a good option. We ordered the Hummus which was very good to start with. I opted for the Caesar Salad with Shrimp and my wife went with the Grilled Lamb Gyro. My salad was quite good. The shrimp was cooked well and the spices were unique. My wife felt that the lamb was too tough and it may have been because it was sliced in a different way. Most often, with traditional gyros, you will see the meat on a rotating spit and it is then thinly sliced off. This was just thicker and it didn't work. I thought it was cool that they made a point of having shaved, chewable ice in their drinks."
ke80J8m9i9QgfEySBXhXVA,Vh0A_uMFR-hxXwF5kVFGfg,Haveli Indian Cuisine,Tampa Bay,FL,Pakistani,5.0,2018-05-09 02:28:05,"This truly turned out to be a gem!.. just landed without much hope as there is barely any good indian food joint around here. But to our surprise food was nothing short of fantastic. Generous portions and spice levels true to the definition. They definitely need people to come give it a shot. We will definitely be back.. ordered kadhai chicken , jalfrezi paneer , sukka chicken and butter chicken for kids .. everything tasted plain awesome and totally different flavors of every single dish. Naans were perfect.. garlic and onion naans we ordered were satisfying..highly recommend folks to give it a try.if they maintain the quality and flavor we will be regulars here ..servers also deserve a mention.. dinner truly enjoyed."
mqVTcXoN4IgjJAzbsTPk4A,VJEzpfLs_Jnzgqh5A_FVTg,Jasmine Rice - Rittenhouse,Philadelphia,PA,Thai,4.0,2014-06-14 20:16:21,"One of my favorite Thai places in Philly. Mostly I go there because it's close to where I live, and the staff is really adorable -- they really care about their customers! I'm a big fan of their noodle dishes, the crab appetizer, and the duck fried rice. Their soups aren't my favorite, unfortunately, and I wouldn't recommend getting take-out/delivery, because it often arrives in a sub-par state. The fact that their BYO makes it a great place to go with a group!"
Ryqzqfr85qiXRKWHtdAovQ,viVz0HzP-_CbU07HUCquZQ,K&T Deli,Indianapolis,IN,Vietnamese,4.0,2012-05-02 17:19:44,"Amazingly tasty Bahn Mi. The bread is really good french bread, the fixins are tasty, and the pork in the #1 sandwich rocks. All for $3.50. The fresh spring roll was also really good."
iNtk6y66omSNevc-9Pf_pg,6kAXOzE7fqaBZINQV_-_mg,Kien Giang,Nashville,TN,Vietnamese,5.0,2017-05-28 16:11:29,"Love this place! No complaints. I tried the veggie spring rolls and loved their peanut sauce. Then I tried the grilled pork with noodles, also really yummy. And it's reasonably priced!"
ljs49MSbz3_dNo4h1dyvzQ,I1h0GRYp86eX-XqwVXsSGA,Zeko's Mediterranean Grill,Tampa,FL,Middle Eastern,4.0,2017-10-04 00:37:57,Stopped in for a quick dinner on my way to the hotel. I spotted this place when passing by and just figured I would give it a try. The food was fresh and plentiful. I will return.
Bt8FAQhyBpVU9A4l-Jm-LA,lB6jIOb1UBATmdfot4KJew,Soco's Gyros,Saint Louis,MO,Turkish,5.0,2015-04-04 03:20:01,"Had the chicken gyro - superb......friendly staff, casual environment. The homemade baklava was the best I've ever had. We also tried the sampler platter - especially enjoyed the spanakopita."
1eki2UH3JpF_wG5kLBdLZw,2XYPFRm7teCUr3eGsB2-qw,Thai Orchid,Blue Bell,PA,Thai,3.0,2011-11-04 14:28:53,"It seems that this place switched mostly to a common lunch and dinner menu where you pick one item from three categories. While that simplifies the choices and standardizes the prices, that also takes away from what use to be a pretty good menu. Also, if you swap to this method, you better make darn sure the limited items you're serving are good. The food seems like a huge downgrade from the last time I stopped by, which is really disappointing..."
Gm0rQXrcx436YPxgBKsHRA,dBgswyYc_lRk5vbzIMgDhQ,A Taste of Thai,Boise,ID,Thai,4.0,2015-09-26 17:13:37,"So, I got the Thai BBQ chicken. All it was was fried chicken with a sweet and sour sauce on the side. Do not get it. When I wrote a review back to the restaurant they made it almost accusingly to me. They didn't really care what I had to say. I won't ever get that meal again. Might not even go back again. But!! The crispy chicken pad Thai. Yummy. The Thai tea... Yummy. I guess you win some and you lose some. I am putting an update on my review. This restaurant cares enough about its customers that upon seeing this less than satisfied review sent me an email and apologized. It wasn't needed but it was greatly appreciated. I will def eat there again. Just not get that specific meal."
yRygfWSatwMIJJZ9mdQztg,U30ggGzFpXvc2NZYwOW3qg,Mood Cafe,Philadelphia,PA,Pakistani,5.0,2018-09-08 02:33:37,Selection of lassi here are great! Definitely recommend the fig.
jWjQSf7Sj-Jt_E8-ArtWIg,mUIBtlWNPD7sz3rGGWQ1RA,Kanella,Philadelphia,PA,Mediterranean,4.0,2012-02-13 18:34:43,"This place was great. The food was delicious and it is a fun place. I thought it was pricey for a byob. Still, I highly recommend it."
fbp5PAG4OzEoEI6KTJ3zkQ,wa_bwyY57etHjtJ2Fw0E3g,Pita Jungle,Tucson,AZ,Mediterranean,1.0,2014-06-17 23:51:19,"1) Unprofessional: The first thing that I had a problem with when visiting this location, is the fact that the servers are not required to wear uniform. 4/5 of the servers were wearing quite immodest clothes. I.e. tank tops, shorts. 2) Poor customer service: My server in particular was nice all around but lacked major customer satisfaction skills. I ordered the spicy chicken wrap and it wasn't terrible but also wasn't as good as I expected. My mom got the grilled chicken combo platter and her chicken was cold immediately after she got it and when she mentioned that to our server, she smiled and said ""aw I'm sorry"" WHAT!? She didn't even make an effort or offer my mom another item. And to top it off, the vegetables were stale. I would not recommend eating here and will not be returning."
